identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;localite;pays;latitude;longitude;latlon;precision_du_geocodage;numero_de_telephone;changeur_de_monnaie;distributeur_de_billets;distributeur_de_timbres;photocopie;distributeur_pret_a_poster;affranchissement_libre_service;bornes_de_rechargement_moneo;accessibilite_absence_de_ressaut_de_plus_de_2_cm_de_haut;accessibilite_automate_d_affranchissement_avec_prise_audio;accessibilite_boucle_magnetique_en_etat_de_fonctionnement;accessibilite_distributeur_de_billets_avec_prise_audio;accessibilite_entree_autonome_en_fauteuil_roulant_possible;accessibilite_pas_d_escalier_ou_bandes_de_vigilance_presentes;accessibilite_presence_d_un_panneau_prioritaire;accessibilite_borne_sonore_en_etat_de_fonctionnement;accessibilite_espace_de_circulation_interieur_suffisant_pour_pmr;accessibilite_presence_d_un_espace_confidentiel_accessible_pmr;accessibilite_presence_d_un_gab_externe_accessible_pmr;accessibilite_presence_d_un_guichet_surbaisse_ou_d_un_ecritoire;accessibilite_presence_d_une_bande_de_guidage_au_sol
02175A;MARSEILLE SAINT-MARCEL;Bureau de poste;82 BOULEVARD SAINT MARCEL;;;13011.0;MARSEILLE;FRANCE;43.288697;5.460507;43.288697, 5.460507;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui
02184A;MARSEILLE SAINT-BARTHELEMY;Bureau de poste;90 CHEMIN DE SAINTE MARTHE;;;13014.0;MARSEILLE;FRANCE;43.322593;5.389608;43.322593, 5.389608;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui
02195A;AIX EN PROVENCE HOTEL DE VILLE;Bureau de poste;PLACE DE L HOTEL DE VILLE;;;13100.0;AIX EN PROVENCE;FRANCE;43.529692;5.44795;43.529692, 5.44795;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui
02208A;ARROMANCHES LES BAINS BP;Bureau de poste;7 RUE DE LA GARE;;;14117.0;ARROMANCHES LES BAINS;FRANCE;49.337656;-0.624173;49.337656, -0.624173;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
02211A;BALLEROY BP;Bureau de poste;27 RUE DES FORGES;;;14490.0;BALLEROY;FRANCE;49.181615;-0.839753;49.181615, -0.839753;Géocodé au numéro;231512903.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non
02212A;BAVENT BP;Bureau de poste;2 RUE DU LAVOIR;;;14860.0;BAVENT;FRANCE;49.229956;-0.189483;49.229956, -0.189483;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02219A;BIEVILLE BEUVILLE BP;Bureau de poste;8 RUE DES ECOLES;;;14112.0;BIEVILLE BEUVILLE;FRANCE;49.242212;-0.327749;49.242212, -0.327749;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
15551A;ESPALAIS AP;Agence postale;VILLAGE D ESPALAIS;;;82400.0;ESPALAIS;FRANCE;44.076399;0.90379;44.076399, 0.90379;Géocodé au centre de la commune;563396098.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
15564A;LAMOTHE CAPDEVILLE BP;Bureau de poste;PLACE DE LA MAIRIE;;;82130.0;LAMOTHE CAPDEVILLE;FRANCE;44.074978;1.370121;44.074978, 1.370121;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui
15581A;MONTAUBAN MIDI-PYRENEES;Bureau de poste;6 ALLEE DE L EMPEREUR;;;82000.0;MONTAUBAN;FRANCE;44.016424;1.356841;44.016424, 1.356841;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui
15589A;NOHIC BP;Bureau de poste;PLACE DE L HOTEL DE VILLE;;;82370.0;NOHIC;FRANCE;43.891125;1.437634;43.891125, 1.437634;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Oui
15593A;PUYLAGARDE AP;Agence postale;VILLAGE;;;82160.0;PUYLAGARDE;FRANCE;44.296097;1.838937;44.296097, 1.838937;Géocodé au centre de la commune;563653080.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
15600A;ST ETIENNE DE TULMONT BP;Bureau de poste;2 RUE DE LA MAIRIE;;;82410.0;ST ETIENNE DE TULMONT;FRANCE;44.048217;1.461257;44.048217, 1.461257;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non
15601A;SAINT NAUPHARY AP;Agence postale;VILLAGE;;;82370.0;ST NAUPHARY;FRANCE;43.965119;1.427972;43.965119, 1.427972;Géocodé au numéro;563242669.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
15605A;SAINT SARDOS BP;Bureau de poste;VILLAGE;;;82600.0;ST SARDOS;FRANCE;43.899952;1.134453;43.899952, 1.134453;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui
15608A;TOUFFAILLES AP;Agence postale;;;;82190.0;TOUFFAILLES;FRANCE;44.273493;1.051028;44.273493, 1.051028;Géocodé au centre de la commune;563944588.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
15611A;VAREN BP;Bureau de poste;ROUTE NATIONALE;;;82330.0;VAREN;FRANCE;44.157576;1.892803;44.157576, 1.892803;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui
15612A;VAZERAC BP;Bureau de poste;6 RUE DU TUCOL;;;82220.0;VAZERAC;FRANCE;44.189945;1.285981;44.189945, 1.285981;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui
15617A;MONTAUBAN AUSSONNE BP;Bureau de poste;445 ROUTE DU NORD;;;82000.0;MONTAUBAN;FRANCE;44.038493;1.379568;44.038493, 1.379568;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
03658A;SEMUR EN AUXOIS;Bureau de poste;7 PLACE FRANCOIS MITTERRAND;;;21140.0;SEMUR EN AUXOIS;FRANCE;47.490406;4.333451;47.490406, 4.333451;Géocodé au numéro;3631.0;Non;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
03662A;SOMBERNON BP;Bureau de poste;11 RUE FERDINAND MERCUSOT;;;21540.0;SOMBERNON;FRANCE;47.308274;4.708771;47.308274, 4.708771;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Oui;Non
03672A;VAROIS ET CHAIGNOT BP;Bureau de poste;ROUTE DE FONTAINE FRANCAISE;;;21490.0;VAROIS ET CHAIGNOT;FRANCE;47.3501;5.129648;47.3501, 5.129648;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non
03674A;VENAREY LES LAUMES BP;Bureau de poste;21 AVENUE DE DIJON;;;21150.0;VENAREY LES LAUMES;FRANCE;47.538834;4.462428;47.538834, 4.462428;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non
03681A;VITTEAUX;Bureau de poste;20 RUE EDME MILLOT;;;21350.0;VITTEAUX;FRANCE;47.398185;4.538965;47.398185, 4.538965;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Oui
03683A;VOUGEOT BP;Bureau de poste;20 RUE DU VIEUX CHATEAU;;;21640.0;VOUGEOT;FRANCE;47.175741;4.96338;47.175741, 4.96338;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
03688A;DIJON PORT DU CANAL;Bureau de poste;PLACE DU 1ER MAI;;;21000.0;DIJON;FRANCE;47.3155;5.030335;47.3155, 5.030335;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui
03696A;DIJON MANSARD BP;Bureau de poste;82 BOULEVARD MANSART;;;21000.0;DIJON;FRANCE;47.310392;5.060078;47.310392, 5.060078;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui
03707A;BREHAT BP;Bureau de poste;LE BOURG;;;22870.0;ILE DE BREHAT;FRANCE;48.843998;-3.002867;48.843998, -3.002867;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
03710A;CALLAC DE BRETAGNE BP;Bureau de poste;1 RUE DU CLEUMEUR;;;22160.0;CALLAC DE BRETAGNE;FRANCE;48.40439;-3.427459;48.40439, -3.427459;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
03716A;LA CHEZE BP;Bureau de poste;46 RUE DE LA MADELEINE;;;22210.0;LA CHEZE;FRANCE;48.131635;-2.656026;48.131635, -2.656026;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non
03720A;CORLAY BP;Bureau de poste;12 PLACE DU MARCHE;;;22320.0;CORLAY;FRANCE;48.316041;-3.057281;48.316041, -3.057281;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non
03723A;DINAN;Bureau de poste;7 PLACE DUCLOS;;;22100.0;DINAN;FRANCE;48.453592;-2.048098;48.453592, -2.048098;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Oui
05328A;SAINT GENIES DE MALGOIRES;Bureau de poste;18 AVENUE DE LA GARE;;;30190.0;ST GENIES DE MALGOIRES;FRANCE;43.946291;4.215511;43.946291, 4.215511;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
05330A;SAINT GERVASY AP;Agence postale;PLACE DE LA VICTOIRE;;;30320.0;ST GERVASY;FRANCE;43.877587;4.468171;43.877587, 4.468171;Géocodé au numéro;466681836.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05335A;SAINT HIPPOLYTE DU FORT BP;Bureau de poste;RUE ROGER SABATIER;;;30170.0;ST HIPPOLYTE DU FORT;FRANCE;43.965079;3.855246;43.965079, 3.855246;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
05347A;SAINT LAURENT DES ARBRES BP;Bureau de poste;GRAND RUE;;;30126.0;ST LAURENT DES ARBRES;FRANCE;44.05372;4.699645;44.05372, 4.699645;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05350A;SAINT MAMERT DU GARD BP;Bureau de poste;PLACE DE LA POSTE;;;30730.0;ST MAMERT DU GARD;FRANCE;43.887325;4.188931;43.887325, 4.188931;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non
05353A;ST NAZAIRE AP;Agence postale;ROUTE NATIONALE 86;;;30200.0;ST NAZAIRE;FRANCE;44.197397;4.6253;44.197397, 4.6253;Géocodé au centre de la commune;466824259.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05355A;SAINT PONS LA CALM AP;Agence postale;RUE DE LA MAIRIE;;;30330.0;ST PONS LA CALM;FRANCE;44.102993;4.556115;44.102993, 4.556115;Géocodé au milieu de la rue;466820170.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05371A;THEZIERS BP;Bureau de poste;3 PLACE DE LA MAIRIE;;;30390.0;THEZIERS;FRANCE;43.898615;4.620832;43.898615, 4.620832;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05375A;UCHAUD BP;Bureau de poste;RUE JEAN MOULIN;;;30620.0;UCHAUD;FRANCE;43.756633;4.269683;43.756633, 4.269683;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05386A;VEZENOBRES BP;Bureau de poste;LES AIRES;;;30360.0;VEZENOBRES;FRANCE;44.052796;4.138224;44.052796, 4.138224;Géocodé au milieu de la rue;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
05391A;BAGNOLS SUR CEZE A. DAUDET BP;Bureau de poste;897 AVENUE ALPHONSE DAUDET;;;30200.0;BAGNOLS SUR CEZE;FRANCE;44.154196;4.613109;44.154196, 4.613109;Géocodé au numéro;3631.0;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
05402A;LE GRAU DU ROI LE BOUCANET BP;Bureau de poste;90 AVENUE DE BERNIS;;;30240.0;LE GRAU DU ROI;FRANCE;43.543138;4.131379;43.543138, 4.131379;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Oui;Non
05405A;NIMES BIR HAKEIM;Bureau de poste;195 AVENUE DE BIR HAKEIM;;;30000.0;NIMES;FRANCE;43.8427;4.384215;43.8427, 4.384215;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Oui
05418A;TOULOUSE GRANDE BRETAGNE;Bureau de poste;33 AVENUE DE GRANDE BRETAGNE;;;31300.0;TOULOUSE;FRANCE;43.597493;1.420469;43.597493, 1.420469;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui
05423A;ASPET BP;Bureau de poste;PLACE DU PRE COMMUN;;;31160.0;ASPET;FRANCE;43.016196;0.798643;43.016196, 0.798643;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui
05427A;AURIGNAC BP;Bureau de poste;TRAVERSE DU FOIRAIL;;;31420.0;AURIGNAC;FRANCE;43.216433;0.883285;43.216433, 0.883285;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Oui
05429A;AUTERIVE;Bureau de poste;PLACE LEONIE TOULOUSE;;;31190.0;AUTERIVE;FRANCE;43.350083;1.477303;43.350083, 1.477303;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non
05433A;BALMA;Bureau de poste;18 AVENUE ANTOINE PARMENTIER;;;31130.0;BALMA;FRANCE;43.608796;1.49389;43.608796, 1.49389;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui
05439A;BESSIERES BP;Bureau de poste;215 AVENUE DE LA GARE;;;31660.0;BESSIERES;FRANCE;43.798195;1.606272;43.798195, 1.606272;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui
05443A;BOULOGNE SUR GESSE BP;Bureau de poste;BOULEVARD DU MIDI;;;31350.0;BOULOGNE SUR GESSE;FRANCE;43.29016;0.647026;43.29016, 0.647026;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui
05449A;BUZET SUR TARN AP;Agence postale;RUE D ALBIGEOIS;;;31660.0;BUZET SUR TARN;FRANCE;43.779345;1.632209;43.779345, 1.632209;Géocodé au numéro;561841354.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05465A;CASTILLON DE LARBOUST RPC AP;Relais poste commerçant;VILLAGE;;;31110.0;CASTILLON DE LARBOUST;FRANCE;42.805595;0.534058;42.805595, 0.534058;Géocodé au centre de la commune;561790601.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05471A;CAZERES SUR GARONNE BC;Bureau de poste;RUE JEANNE PENENT;;;31220.0;CAZERES;FRANCE;43.205687;1.082249;43.205687, 1.082249;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non
05475A;TOULOUSE REMUSAT BP;Bureau de poste;25 RUE DE REMUSAT;;;31000.0;TOULOUSE;FRANCE;43.606449;1.444495;43.606449, 1.444495;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05485A;ESCALQUENS BP;Bureau de poste;AVENUE DE LA MAIRIE;CENTRE D INTERET PUBLIC;;31750.0;ESCALQUENS;FRANCE;43.517827;1.561122;43.517827, 1.561122;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui
05486A;FENOUILLET BP;Bureau de poste;RUE DE LA LAQUE;;;31150.0;FENOUILLET;FRANCE;43.680269;1.391951;43.680269, 1.391951;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
05490A;LE FOUSSERET BP;Bureau de poste;COTE DU HAIL;;;31430.0;LE FOUSSERET;FRANCE;43.279268;1.0662;43.279268, 1.0662;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui
05494A;GAILLAC TOULZA AP;Agence postale;1 RUE DE L'EGLISE;MAIRIE;;31550.0;GAILLAC TOULZA;FRANCE;43.254696;1.47079;43.254696, 1.47079;Géocodé au centre de la commune;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05495A;GARDOUCH AP;Agence postale;34 RUE DE LA REPUBLIQUE;MAIRIE;;31290.0;GARDOUCH;FRANCE;43.391791;1.684619;43.391791, 1.684619;Géocodé au milieu de la rue;561816097.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05499A;GREPIAC RPC AP;Relais poste commerçant;27 GRAND RUE SAINT MARTIN;EPICERIE CHEZ FRED;;31190.0;GREPIAC;FRANCE;43.405322;1.447014;43.405322, 1.447014;Géocodé au numéro;534489962.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05504A;LABARTHE RIVIERE BP;Bureau de poste;14 BOULEVARD VERDUN;;;31800.0;LABARTHE RIVIERE;FRANCE;43.081006;0.670487;43.081006, 0.670487;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui
05523A;LOUBENS LAURAGAIS AP;Agence postale;LE BOURG;;;31460.0;LOUBENS LAURAGAIS;FRANCE;43.573898;1.785491;43.573898, 1.785491;Géocodé au centre de la commune;561832764.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05527A;MARTRES RIVIERE AP;Agence postale;ROUTE DE LUCHON;;;31210.0;MARTRES DE RIVIERE;FRANCE;43.080497;0.645469;43.080497, 0.645469;Géocodé au milieu de la rue;561959845.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05531A;MIRAMONT DE COMMINGES BPX;Bureau de poste;42 RUE DE VERDUN;;;31800.0;MIRAMONT DE COMMINGES;FRANCE;43.093357;0.744017;43.093357, 0.744017;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui
05546A;MURET;Bureau de poste;19 AVENUE PIERRE II D ARAGON;;;31600.0;MURET;FRANCE;43.463699;1.325158;43.463699, 1.325158;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui
05555A;PLAISANCE DU TOUCH BP;Bureau de poste;RUE D ESTRUJAT;;;31830.0;PLAISANCE DU TOUCH;FRANCE;43.566498;1.296018;43.566498, 1.296018;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non
05557A;POINTIS  DE RIVIERE BP;Bureau de poste;10 RUE PRINCIPALE;;;31210.0;POINTIS DE RIVIERE;FRANCE;43.086987;0.616209;43.086987, 0.616209;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui
05561A;QUINT FONSEGRIVES BP;Bureau de poste;5 COURS GOUDOULI;;;31130.0;QUINT FONSEGRIVES;FRANCE;43.584813;1.527947;43.584813, 1.527947;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non
05566A;ROQUEFORT SUR GARONNE AP;Agence postale;1 RUE DE LA REPUBLIQUE;;;31360.0;ROQUEFORT SUR GARONNE;FRANCE;43.163357;0.974252;43.163357, 0.974252;Géocodé au numéro;561900843.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05577A;SAINT GAUDENS;Bureau de poste;2 BOULEVARD CHARLES DE GAULLE;;;31800.0;ST GAUDENS;FRANCE;43.108897;0.722578;43.108897, 0.722578;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui
05582A;SAINT JULIEN AP;Agence postale;LE BOURG;;;31220.0;ST JULIEN;FRANCE;43.242998;1.15187;43.242998, 1.15187;Géocodé au centre de la commune;561876300.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
05589A;SALIES DU SALAT;Bureau de poste;7 RUE DE LA POSTE;;;31260.0;SALIES DU SALAT;FRANCE;43.101335;0.95859;43.101335, 0.95859;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non
05593A;SEYSSES BP;Bureau de poste;RUE JEAN SAVIGNOL;;;31600.0;SEYSSES;FRANCE;43.497012;1.311309;43.497012, 1.311309;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non
05596A;TOULOUSE CAPITOLE;Bureau de poste;9 RUE LAFAYETTE;;;31000.0;TOULOUSE;FRANCE;43.604994;1.444679;43.604994, 1.444679;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui
05603A;LE VERNET BP;Bureau de poste;RUE DE L EGLISE;;;31810.0;VERNET;FRANCE;43.434405;1.43302;43.434405, 1.43302;Géocodé au numéro;3631.0;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui
05605A;VILLEFRANCHE DE LAURAGAIS;Bureau de poste;SQUARE GENERAL DE GAULLE;;;31290.0;VILLEFRANCHE DE LAURAGAIS;FRANCE;43.400787;1.71507;43.400787, 1.71507;Géocodé au numéro;3631.0;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui
05611A;MURET LE BARRY BP;Bureau de poste;CENTRE COMMERCIAL LE BARRY;;;31600.0;MURET;FRANCE;43.455949;1.329528;43.455949, 1.329528;Géocodé au numéro;3631.0;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non
05626A;TOULOUSE QUARTIER LALANDE BP;Bureau de poste;235 AVENUE DE FRONTON;;;31200.0;TOULOUSE;FRANCE;43.648096;1.432901;43.648096, 1.432901;Géocodé au numéro;3631.0;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non
05634A;TOULOUSE SEPT DENIERS BP;Bureau de poste;15 ROUTE DE BLAGNAC;;;31200.0;TOULOUSE;FRANCE;43.611592;1.4147;43.611592, 1.4147;Géocodé au numéro;3631.0;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui
